fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND
898,892,SA-21-Y-C-V,Restituição fotogramétrica,"0643",NOVA OLINDA DO NORTE,DSG,Topográfica,"1979","1979","1978","3070.867",,,,,,,AM,Em 1978 10° 24' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,898
899,893,SA-21-Y-C-VI,Restituição fotogramétrica,"0644",URUCURITUBA,DSG,Topográfica,"1979","1979","1978","3070.867",,,,,,,AM,Em 1980 11° 02' (Cresce 08' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,899
900,894,SD-21-Z-C-V,Restituição fotogramétrica,"2198",CUIABÁ,DSG,Topográfica,"1974","1973","1966","2964.668","-15.500","-16.000",,,,,MT,Em 1972 09° 38' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1975","1","1997","2",Nã,Nã,Não se aplic,900
901,895,SD-21-Z-C-VI,Restituição fotogramétrica,"2199",ARICÁ-AÇU,DSG,Topográfica,"1974","1973","1967","2964.668","-15.500","-16.000",,,,,MT,"Em 1972 10° 02' (Cresce 9,9' ao ano)",Córrego Alegre,Imbituba-SC,"-57",UTM,"1975","1","1975","1",Nã,Nã,Não se aplic,901
902,896,SD-21-Z-D-IV,Restituição fotogramétrica,"2200",SÃO VICENTE,DSG,Topográfica,"1975","1973","1967","2964.668","-15.500","-16.000",,,,,MT,Em 1973 10° 36' 14'' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não se aplic,902
903,897,SB-24-V-A-IV,Restituição fotogramétrica,"0815",CONCEIÇÃO,DSG,Topográfica,"1977","1976","1975","3066.993",,,,,,,PI,"Em 1975 19° 57' (Cresce 5,3' ao ano)",Córrego Alegre,Imbituba-SC,"-39",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,903
904,898,SB-24-V-A-V,Restituição fotogramétrica,"0816",MACAMBIRA,DSG,Topográfica,"1977","1976","1975","3066.993",,,,,,,PI_CE,"Em 1975 20° 09' (Cresce 5,1' ao ano)",Córrego Alegre,Imbituba-SC,"-39",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,904
905,899,SB-24-V-A-VI,Restituição fotogramétrica,"0817",IPUEIRAS,DSG,Topográfica,"1972","1971",1968 e 1970,"3066.993",,,,,,,CE,Em 1969 20° 24' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1972","1","1972","1",Nã,Nã,Não se aplic,905
906,900,SB-24-X-B-IV,Restituição fotogramétrica,"0824",AREIA BRANCA,DSG,Topográfica,"1970","1969","1965","3066.993",,,,,,,CE_RN,Em 1969 21° 21' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1970","1","1984","2",Nã,Nã,Não se aplic,906
907,901,SB-24-X-B-V,Restituição fotogramétrica,"0825",MACAU,DSG,Topográfica,"1970","1970","1969","3066.993",,,,,,,RN,"Em 1980 21° 17' (Cresce 2,7' ao ano)",Córrego Alegre,Imbituba-SC,"-39",UTM,"1983","2","1994","1",Nã,Nã,Não se aplic,907
908,902,SB-20-V-D-I,Restituição fotogramétrica,"0843",NASCENTE DO JUMA,DSG,Topográfica,"1986","1984","1980","3064.714",,,,,,,AM,Em 1984 07° 29' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Nã,Não se aplic,908
909,903,SB-20-V-D-II,Restituição fotogramétrica,"0844",PAUAPIXUNA,DSG,Topográfica,"1986","1984","1980","3064.714",,,,,,,AM,Em 1987 08° 22' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Nã,Não se aplic,909
910,904,SB-21-Y-A-IV,Restituição fotogramétrica,"1085",ILHA GRANDE,DSG,Topográfica,"1981","1981","1980","3056.515",,,,,,,AM,Em 1978 09° 38' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,910
911,905,SB-21-Y-A-V,Restituição fotogramétrica,"1086",VILA PORTO FRANCO,DSG,Topográfica,"1981","1980","1980","3056.515",,,,,,,AM,Em 1981 10° 19' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,911
912,906,SB-21-Y-A-VI,Restituição fotogramétrica,"1087",TAPERA PIRAQUARA,DSG,Topográfica,"1981","1980","1980","3056.515",,,,,,,AM,Em 1981 10° 48' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,912
913,907,SB-21-Y-B-IV,Restituição fotogramétrica,"1088",MARACATI,DSG,Topográfica,"1981","1980","1980","3056.515",,,,,,,PA_AM,Em 1981 11° 07' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,913
914,908,SF-22-Y-D-III,Compilação,"2758",LONDRINA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-23.500",,,"Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1960 10° 26' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1965","1","1965","1",Nã,Sim,Sim,914
915,909,SF-22-Z-C-I,Compilação,"2759",CORNÉLIO PROCÓPIO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-23.500",,,"Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1960 10° 46' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1965","1","1965","1",Nã,Sim,Sim,915
916,910,SF-22-Y-D-VI,Restituição fotogramétrica,"2784",APUCARANA,IBGE,Topográfica,"1966","1964","1962","2822.797","-23.500","-24.000","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1963 06' 02'' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1966","1","1966","1",Nã,Sim,Sim,916
917,911,SF-22-Z-C-IV,Restituição fotogramétrica,"2785",CONGONHINHAS,IBGE,Topográfica,"1966","1964","1962","2822.797","-23.500","-24.000","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1965 09° 23' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1966","1","1967","1",Nã,Sim,Sim,917
918,912,SG-22-V-B-III,Restituição fotogramétrica,"2805",FAXINAL,IBGE,Topográfica,"1966","1965","1964","2812.095","-24.000","-24.500","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1966 08° 51' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1967","1","1967","1",Nã,Sim,Sim,918
919,913,SG-22-X-A-I,Restituição fotogramétrica,"2806",TELÊMACO BORBA,IBGE,Topográfica,"1966","1964","1962","2812.095","-24.000","-24.500","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PR,Em 1966 09° 09' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1967","1","1967","1",Nã,Sim,Sim,919
920,914,SG-22-X-A-II,Restituição fotogramétrica,"2807",CURIÚVA,IBGE,Topográfica,"1966","1964","1962","2812.095","-24.000","-24.500","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1966 09° 31' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1967","1","1967","1",Nã,Sim,Sim,920
921,915,SG-22-X-A-III,Restituição fotogramétrica,"2808",JAGUARIAÍVA,IBGE,Topográfica,"1966","1964","1962","2812.095","-24.000","-24.500","-49.500000","-50.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1963 09° 59' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1967","1","1967","1",Nã,Sim,Sim,921
922,916,SG-22-Y-B-II,Restituição fotogramétrica,"2864",PALMAS,IBGE,Topográfica,"1972","1971","1966","2767.171","-26.000","-26.500","-51.500000","-52.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PR,Em 1974 11° 27' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Sim,Sim,922
923,917,SG-22-Y-B-III,Restituição fotogramétrica,"2865",UNIÃO DA VITÓRIA,IBGE,Topográfica,"1972","1971","1964","2767.171","-26.000","-26.500","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_PR,Em 1974 11° 51' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Sim,Sim,923
924,918,SG-22-Z-A-I,Restituição fotogramétrica,"2866",IRINEÓPOLIS,IBGE,Topográfica,"1973","1966","1971","2767.171","-26.000","-26.500","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_PR,Em 1973 11° 31' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,924
925,919,SG-22-Z-A-II,Restituição fotogramétrica,"2867",CANOINHAS,IBGE,Topográfica,"1973","1971","1966","2767.171","-26.000","-26.500","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_PR,Em 1973 13° 58' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,925
926,920,SG-22-Y-B-V,Restituição fotogramétrica,"2876",HERCILIÓPOLIS,IBGE,Topográfica,"1972","1971","1965","2755.415","-26.500","-27.000","-51.500000","-52.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_PR,Em 1973 10° 34' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,926
927,921,SG-22-Y-B-VI,Restituição fotogramétrica,"2877",CAÇADOR,IBGE,Topográfica,"1972","1971","1965","2755.415","-26.500","-27.000","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_PR,Em 1973 10° 59' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,927
928,922,SG-22-Z-A-IV,Restituição fotogramétrica,"2878",LEBON RÉGIS,IBGE,Topográfica,"1972","1971","1965","2755.415","-26.500","-27.000","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC,Em 1973 11° 23' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,928
929,923,SG-22-Z-A-V,Restituição fotogramétrica,"2879",SANTA CECÍLIA,IBGE,Topográfica,"1972","1971","1966","2755.415","-26.500","-27.000","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC,Em 1973 11° 54' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,929
930,924,SG-22-Y-D-II,Restituição fotogramétrica,"2888",JOAÇABA,IBGE,Topográfica,"1972","1971","1965","2743.45","-27.000","-27.500","-51.500000","-52.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_RS,Em 1992 13° 47' (Cresce -7' ao ano),Chuá,Imbituba-SC,"-51",UTM,"1976","1","1976","1",Nã,Sim,Sim,930
931,925,SG-22-Y-D-III,Restituição fotogramétrica,"2889",VIDEIRA,IBGE,Topográfica,"1972","1971","1965","2743.45","-27.000","-27.500","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC,Em 1976 11° 08' (Cresce 9' ao ano),Chuá,Imbituba-SC,"-51",UTM,"1976","1","1976","1",Nã,Sim,Sim,931
932,926,SG-22-Z-C-I,Restituição fotogramétrica,"2890",CURITIBANOS,IBGE,Topográfica,"1973","1971","1963","2743.45","-27.000","-27.500","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC,Em 1973 10° 39' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,932
933,927,SG-22-Z-C-II,Restituição fotogramétrica,"2891",PONTE ALTA,IBGE,Topográfica,"1973","1971","1966","2743.45","-27.000","-27.500","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC,Em 1973 11° 51' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,933
934,928,SG-22-Z-C-IV,Restituição fotogramétrica,"2905",CAMPO BELO DO SUL,IBGE,Topográfica,"1973","1971","1966","2731.277","-27.500","-28.000","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC_RS,Em 1976 11° 34' (Cresce 9' ao ano),Chuá,Imbituba-SC,"-51",UTM,"1976","1","1976","1",Nã,Sim,Sim,934
935,929,SG-22-Z-C-V,Restituição fotogramétrica,"2906",LAJES,IBGE,Topográfica,"1973","1971","1965","2731.277","-27.500","-28.000","-50.000000","-50.500001","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SC,Em 1977 11° 37' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,935
936,930,NA-20-X-D-III,Restituição fotogramétrica,"0055",MANDÃ-PIUM,DSG,Topográfica,"1982","1981","1979","3073.831","3.000","2.500",,,,,RR,Em 1983 11° 09' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1988","1",Nã,Nã,Não se aplic,936
937,931,NA-21-V-C-I,Restituição fotogramétrica,"0056",FAZENDA WATERLOO,DSG,Topográfica,"1982","1981","1979","3073.831","3.000","2.500",,,,,RR,Em 1983 11° 27' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,937
938,932,NA-20-X-C-V,Restituição fotogramétrica,"0070",RIO APIAÚ,DSG,Topográfica,"1979","1978","1977","3074.971","2.500","2.000",,,,,RR,Em 1980 09° 18' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,938
939,933,NA-20-X-C-VI,Restituição fotogramétrica,"0071",SERRA DO AJARANI,DSG,Topográfica,"1981","1981","1980","3074.971","2.500","2.000",,,,,RR,Em 1980 09° 40' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,939
940,934,NA-20-X-D-IV,Restituição fotogramétrica,"0072",VILA NOVA,DSG,Topográfica,"1981","1981","1980","3074.971","2.500","2.000",,,,,RR,Em 1980 09° 54' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,940
941,935,NA-20-X-D-V,Restituição fotogramétrica,"0073",MUCAJAÍ,DSG,Topográfica,"1979","1978","1977","3074.971","2.500","2.000",,,,,RR,Em 1979 10° 07' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,941
942,936,NA-20-X-D-VI,Restituição fotogramétrica,"0074",SERRA DA LUA,DSG,Topográfica,"1982","1981","1979","3074.971","2.500","2.000",,,,,RR,Em 1982 10° 59' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,942
943,937,NA-21-V-C-IV,Restituição fotogramétrica,"0075",SERRA DO MURUPU,DSG,Topográfica,"1982","1981","1979","3074.971","2.500","2.000",,,,,RR,Em 1983 11° 27' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,943
944,938,NA-19-Z-A-I,Restituição fotogramétrica,"0092",CAMARUA,DSG,Topográfica,"1986","1984","1980","3075.883",,,,,,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1987","1","1987","1",Nã,Nã,Não se aplic,944
945,939,NA-20-Z-A-II,Restituição fotogramétrica,"0100",MISSÃO CATRIMANI,DSG,Topográfica,"1981","1981","1980","3075.883","2.000","1.500",,,,,RR,Em 1981 09° 23' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,945
946,940,NA-20-Z-A-III,Restituição fotogramétrica,"0101",SERRA DA MOCIDADE,DSG,Topográfica,"1979","1978","1977","3075.883","2.000","1.500",,,,,RR,Em 1979 09° 28' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,946
947,941,NA-20-Z-B-I,Restituição fotogramétrica,"0102",CARACARAÍ,DSG,Topográfica,"1979","1978","1977","3075.883","2.000","1.500",,,,,RR,Em 1979 09° 50' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,947
948,942,NA-20-Z-B-II,Restituição fotogramétrica,"0103",SERRA DO COPA,DSG,Topográfica,"1982","1974","1979","3075.883","2.000","1.500",,,,,RR,Em 1982 10° 35' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,948
949,943,NA-20-Z-B-III,Restituição fotogramétrica,"0104",SERRA BARAUNA,DSG,Topográfica,"1981","1979","1979","3075.883","2.000","1.500",,,,,RR,Em 1982 10° 53' 40'' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,949
950,944,NA-21-Y-A-I,Restituição fotogramétrica,"0105",CABECEIRAS DO ANAUÁ,DSG,Topográfica,"1982","1981","1979","3075.883","2.000","1.500",,,,,RR,Em 1982 11° 13' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,950
951,945,NA-21-Y-A-II,Restituição fotogramétrica,"0106",SERRA ACARAÍ,DSG,Topográfica,"1982","1981","1979","3075.883","2.000","1.500",,,,,RR,Em 1982 11° 42' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,951
952,946,NA-20-Z-A-V,Restituição fotogramétrica,"0138",SERRA DO PACU,DSG,Topográfica,"1981","1981","1980","3076.567","1.500","1.000",,,,,RR_AM,Em 1980 09° 12' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,952
953,947,NA-20-Z-A-VI,Restituição fotogramétrica,"0139",IGARAPÉ BACABA,DSG,Topográfica,"1979","1978","1977","3076.567","1.500","1.000",,,,,RR,Em 1979 09° 26' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,953
954,948,NA-20-Z-B-IV,Restituição fotogramétrica,"0140",ILHA AUDI,DSG,Topográfica,"1981","1981","1980","3076.567","1.500","1.000",,,,,RR,Em 1978 10° 06' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,954
955,949,NA-20-Z-B-V,Restituição fotogramétrica,"0141",IGARAPÉ TAMANDARÉ,DSG,Topográfica,"1982","1981","1979","3076.567","1.500","1.000",,,,,RR,Em 1983 10° 38' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,955
956,950,NA-20-Z-B-VI,Restituição fotogramétrica,"0142",NOVO PARAISO,DSG,Topográfica,"1983","1981","1979","3076.567","1.500","1.000",,,,,RR,Em 1983 10° 57' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,956
957,951,NA-21-Y-A-IV,Restituição fotogramétrica,"0143",SERRA DO ANAUÁ,DSG,Topográfica,"1982","1981","1979","3076.567","1.500","1.000",,,,,RR,Em 1983 11° 10' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,957
958,952,NA-21-Y-A-V,Restituição fotogramétrica,"0144",CABECEIRAS DO JATAPU,DSG,Topográfica,"1982","1981","1979","3076.567","1.500","1.000",,,,,RR,Em 1982 11° 49' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,958
959,953,NA-21-Y-A-VI,Restituição fotogramétrica,"0145",RIO ARACOO,DSG,Topográfica,"1983","1971","1979","3076.567","1.500","1.000",,,,,RR_PA,Em 1982 12° 18' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,959
960,954,NA-21-Z-A-VI,Restituição fotogramétrica,"0151",CAXIAS,DSG,Topográfica,"1983","1983","1981","3076.567","1.500","1.000",,,,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,960
961,955,NA-21-Z-B-IV,Restituição fotogramétrica,"0152",PAULO AFONSO,DSG,Topográfica,"1983","1983","1981","3076.567","1.500","1.000",,,,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,961
962,956,SA-23-V-A-IV,Restituição fotogramétrica,"0337",MARAPANIM,DSG,Topográfica,"1981","1979","1979","9231.527","-0.500","-1.000",,,,,PA,"Em 1980 17° 41' (Cresce 6,7' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,962
963,957,SA-23-V-A-V,Restituição fotogramétrica,"0338",SALINÓPOLIS,DSG,Topográfica,"1980","1979","1976","9231.527","-0.500","-1.000",,,,,PA,"Em 1980 17° 53,3' (Cresce 6,7' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,963
964,958,SA-22-X-D-III,Restituição fotogramétrica,"0384",BELÉM,DSG,Topográfica,"1982","1980","1977","3076.567","-1.000","-1.500",,,,,PA,"Em 1980 17° 28' (Cresce 6,8' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,964
965,959,SA-23-V-C-I,Restituição fotogramétrica,"0385",CASTANHAL,DSG,Topográfica,"1981","1979","1979","3076.567","-1.000","-1.500",,,,,PA,Em 1980 17° 42' (Cresce 6.7' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,965
