fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND,Escala
581,566,SA-19-V-B,Interpretação de mosaico de radar,"053",RIO TRAÍRA,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1971","3077.252","0.000","-1.000","-69.000","-70.500",,,AM,Em 1977 02° 42' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,581,250000
582,567,NA-21-Y-C,Interpretação de mosaico de radar,"045",RIO JATAPU,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1976","3077.024","1.000","0.000","-58,4999","-59,9999",,,AM_PA_RR,Em 1982 -11° 30' (Cresce -8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,582,250000
583,568,SB-21-Z-C,Interpretação de mosaico de radar,"221",RIO NOVO,RADAM,Planimétrica,Não se aplica,"1973","1971","3053.328","-7.000","-8.000","-55.500","-57.000",,,PA,Em 1974 12° 24' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,583,250000
584,569,SB-20-Z-D,Interpretação de mosaico de radar,"218",RIO ROOSEVELT,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3053.328","-7.000","-8.000","-59,9999","-61,4999",,,AM,Em 1974 08° 01' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,584,250000
585,570,SA-20-X-C,Interpretação de mosaico de radar,"075",MOURA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3076.567","-1.000","-2.000","-61,4999","-62,9999",,,AM_RR,Em 1978 08° 26' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,585,250000
586,571,SA-21-X-B,Interpretação de mosaico de radar,"063",RIO MAICURU,RADAM,Planimétrica,Não se aplica,1973 e 1974,1971 e 1972,"3077.252","0.000","-1.000","-54.000","-55.500",,,PA,Em 1976 13° 32' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,586,250000
587,572,SA-21-V-B,Interpretação de mosaico de radar,"061",RIO MAPUERA,RADAM,Planimétrica,Não se aplica,1973 e 1974,1971 e 1972,"3077.252","0.000","-1.000","-57.000","-58,4999",,,AM_PA,Em 1976 11° 34' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,587,250000
588,573,NA-20-Y-A,Interpretação de mosaico de radar,"027",SERRA TAPIRAPECÓ,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3075.883","2.000","1.000","-64,4999","-65,9999",,,AM,Em 1975 06° 04' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,588,250000
589,574,SB-18-X-B,Interpretação de mosaico de radar,"131",MÉDIO JAVARI,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3069.044","-4.000","-5.000","-72.000","-73.500",,,AM,Em 1977 02' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-75",UTM,"1977","1","1977","1",Nã,Nã,Não,589,250000
590,575,SB-22-Z-B,Interpretação de mosaico de radar,"199",XAMBIOÁ,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3059.475","-6.000","-7.000","-48.000","-49.500",,,PA_TO,Em 1973 16° 13' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,590,250000
591,576,SB-23-X-D,Interpretação de mosaico de radar,"176",TEREZINA,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3064.714","-5.000","-6.000","-42.000","-43.500",,,MA_PI,Em 1973 19° 09' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,591,250000
592,577,SB-23-X-C,Interpretação de mosaico de radar,"175",PRESIDENTE DUTRA,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3064.714","-5.000","-6.000","-43.500","-45.000",,,MA,Em 1973 18° 31' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,592,250000
593,585,SB-20-X-A,Interpretação de mosaico de radar,"138",LAGO AIAPUÁ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3069.044","-4.000","-5.000","-61,4999","-62,9999",,,AM,Em 1974 07° 21' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,593,250000
594,586,SA-23-Z-B,Interpretação de mosaico de radar,"106",TUTÓIA,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3074.971","-2.000","-3.000","-42.000","-43.500",,,MA,Em 1973 19° 05' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,594,250000
595,587,SA-23-Y-A,Interpretação de mosaico de radar,"103",RIO CAPIM,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3074.971","-2.000","-3.000","-46.500","-48.000",,,MA_PA,Em 1973 17° 12' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,595,250000
596,588,SA-22-Z-A,Interpretação de mosaico de radar,"101",CAMETÁ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3074.971","-2.000","-3.000","-49.500","-51.000",,,PA,Em 1973 15° 38' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,596,250000
597,589,SA-21-Z-A,Interpretação de mosaico de radar,"097",PARINTINS,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3074.971","-2.000","-3.000","-55.500","-57.000",,,AM_PA,Em 1976 12° 21' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,597,250000
598,590,SA-20-Z-B,Interpretação de mosaico de radar,"094",NOVO AIRÃO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3074.971","-2.000","-3.000","-59,9999","-61,4999",,,AM,Em 1978 09° 25' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,598,250000
599,591,SC-18-X-B,Interpretação de mosaico de radar,"237",PORTO WALTER,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3046.274","-8.000","-9.000","-72.000","-73.500",,,AC,Em 1977 57' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-75",UTM,"1977","1","1977","1",Nã,Nã,Não,599,250000
600,592,SB-20-Y-B,Interpretação de mosaico de radar,"189",CANUTAMA,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3059.475","-6.000","-7.000","-62,9999","-64,4999",,,AM,Em 1974 05° 50' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,600,250000
601,593,SB-19-Z-B,Interpretação de mosaico de radar,"187",RIO CANAÇÃ,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1972","3059.475","-6.000","-7.000","-65,9999","-67,4999",,,AM,Em 1978 04° 02' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,601,250000
602,594,SB-19-Y-B,Interpretação de mosaico de radar,"185",EIRUNEPÉ,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1972","3059.475","-6.000","-7.000","-69.000","-70.500",,,AM,Em 1978 01° 47' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,602,250000
603,595,SB-19-V-C,Interpretação de mosaico de radar,"157",RIO ITUÍ,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3064.714","-5.000","-6.000","-70.500","-72.000",,,AM,Em 1978 49' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,603,250000
604,596,SB-23-V-B,Interpretação de mosaico de radar,"149",VITORINO FREIRE,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3069.044","-4.000","-5.000","-45.000","-46.500",,,MA,Em 1973 17° 51' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,604,250000
605,597,SB-21-X-A,Interpretação de mosaico de radar,"142",ITAITUBA,RADAM,Planimétrica,Não se aplica,"1973","1971","3069.044","-4.000","-5.000","-55.500","-57.000",,,PA,Em 1974 11° 47' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,605,250000
606,598,SB-20-V-B,Interpretação de mosaico de radar,"137",COARI,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3069.044","-4.000","-5.000","-62,9999","-64,4999",,,AM,Em 1974 16° 24' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,606,250000
607,599,SB-19-X-B,Interpretação de mosaico de radar,"135",CARAUARI,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1972","3069.044","-4.000","-5.000","-65,9999","-67,4999",,,AM,Em 1978 04° 24' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,607,250000
608,600,SA-21-Y-C,Interpretação de mosaico de radar,"116",NOVA OLINDA DO NORTE,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3072.463","-3.000","-4.000","-58,4999","-59,9999",,,AM,Em 1976 10° 04' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,608,250000
609,601,SA-20-Z-C,Interpretação de mosaico de radar,"114",CODAJÁS,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3072.463","-3.000","-4.000","-61,4999","-62,9999",,,AM,Em 1978 08° 07' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,609,250000
610,602,SA-20-Y-D,Interpretação de mosaico de radar,"113",LAGO PIORINI,RADAM,Planimétrica,Não se aplica,"1975, 1976 e 1977","1972","3072.463","-3.000","-4.000","-62,9999","-64,4999",,,AM,Em 1978 06° 58' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,610,250000
611,603,SA-20-Y-C,Interpretação de mosaico de radar,"112",TEFÉ,RADAM,Planimétrica,Não se aplica,"1975, 1976 e 1977","1972","3072.463","-3.000","-4.000","-64,4999","-65,9999",,,AM,Em 1978 05° 49' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,611,250000
612,604,SA-19-Z-D,Interpretação de mosaico de radar,"111",JURUÁ,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3072.463","-3.000","-4.000","-65,9999","-67,4999",,,AM,Em 1977 04° 20' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,612,250000
613,605,SA-19-Z-C,Interpretação de mosaico de radar,"110",SÃO PAULO DE OLIVENÇA,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3072.463","-3.000","-4.000","-67,4999","-69.000",,,AM,Em 1977 03° 20' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,613,250000
614,606,SA-22-Y-B,Interpretação de mosaico de radar,"100",SENADOR JOSÉ PORFÍRIO,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3074.971","-2.000","-3.000","-51.000","-52.500",,,PA,Em 1973 14° 47' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,614,250000
615,607,SA-21-Y-B,Interpretação de mosaico de radar,"096",URUCARÁ,RADAM,Planimétrica,Não se aplica,1973 e 1974,1971 e 1972,"3074.971","-2.000","-3.000","-57.000","-58.500",,,AM,Em 1976 11° 18' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,615,250000
616,608,SA-20-Z-A,Interpretação de mosaico de radar,"093",RIO CARABINANI,RADAM,Planimétrica,Não se aplica,"1975, 1976 e 1977","1971","3074.971","-2.000","-3.000","-61,4999","-62,9999",,,AM,Em 1978 08° 17' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,616,250000
617,609,SA-20-Y-A,Interpretação de mosaico de radar,"091",LAGO AMANÃ,RADAM,Planimétrica,Não se aplica,"1975, 1976 e 1977","1972","3074.971","-2.000","-3.000","-64,4999","-65,9999",,,AM,Em 1978 06° (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,617,250000
618,610,SA-19-Z-B,Interpretação de mosaico de radar,"090",FONTE BOA,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3074.971","-2.000","-3.000","-65,9999","-67,4999",,,AM,Em 1977 04° 39' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,618,250000
619,611,SA-19-Z-A,Interpretação de mosaico de radar,"089",TONANTINS,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3074.971","-2.000","-3.000","-67,4999","-69.000",,,AM,Em 1977 03° 31' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,619,250000
620,612,SA-23-X-C,Interpretação de mosaico de radar,"087",CURURUPU,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3076.567","-1.000","-2.000","-43.500","-45.000",,,MA,Em 1973 18° 31' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,620,250000
621,613,SA-20-V-D,Interpretação de mosaico de radar,"074",RIO UNINI,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3076.567","-1.000","-2.000","-62,9999","-64,4999",,,AM,Em 1978 07° 19' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,621,250000
622,614,SA-20-V-C,Interpretação de mosaico de radar,"073",MARAÃ,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3076.567","-1.000","-2.000","-64,4999","-65,9999",,,AM,Em 1978 06° 10' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,622,250000
623,615,SA-19-X-D,Interpretação de mosaico de radar,"072",JAPURÁ,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1971","3076.567","-1.000","-2.000","-65,9999","-67,4999",,,AM,Em 1977 04° 49' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,623,250000
624,616,SA-19-X-C,Interpretação de mosaico de radar,"071",RIO JAPURÁ,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1971","3076.567","-1.000","-2.000","-67,4999","-69.000",,,AM,Em 1977 03° 42' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,624,250000
625,617,SA-19-V-D,Interpretação de mosaico de radar,"070",RIO APAPORIS,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1971","3076.567","-1.000","-2.000","-69.000","-70.500",,,AM,Em 1977 02° 36' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,625,250000
626,618,SA-23-V-B,Interpretação de mosaico de radar,"069",BAÍA DE EMBORAÍ,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3077.252","0.000","-1.000","-45.000","-46.500",,,PA,Em 1973 17° 16' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,626,250000
627,619,SA-22-X-B,Interpretação de mosaico de radar,"067",SOURE,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3077.252","0.000","-1.000","-48.000","-49.500",,,PA,Em 1973 16° 34' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,627,250000
628,620,SA-22-V-A,Interpretação de mosaico de radar,"064",MONTE DOURADO,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3077.252","0.000","-1.000","-52.500","-54.000",,,AP_PA,Em 1973 14° 04' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,628,250000
629,621,SA-21-X-A,Interpretação de mosaico de radar,"062",RIO TROMBETAS,RADAM,Planimétrica,Não se aplica,1973 e 1974,1971 e 1972,"3077.252","0.000","-1.000","-55.500","-57.000",,,PA,Em 1976 12° 36' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,629,250000
630,622,SA-20-V-A,Interpretação de mosaico de radar,"056",SANTA ISABEL DO RIO NEGRO,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3077.252","0.000","-1.000","-64,4999","-65,9999",,,AM,Em 1978 06° 21' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,630,250000
631,623,SA-19-X-B,Interpretação de mosaico de radar,"055",SÃO GABRIEL DA CACHOEIRA,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1971","3077.252","0.000","-1.000","-65,9999","-67,4999",,,AM,Em 1977 05° (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,631,250000
632,624,SA-19-X-A,Interpretação de mosaico de radar,"054",RIO CURICURIARI,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1971","3077.252","0.000","-1.000","-67,4999","-69.000",,,AM,Em 1977 03° 53' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,632,250000
633,625,NA-21-Z-D,Interpretação de mosaico de radar,"048",RIO PARU DE ESTE,RADAM,Planimétrica,Não se aplica,1972 e 1975,"1971","3077.024","1.000","0.000","-54.000","-55.500",,,PA,Em 1976 13° 38' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,633,250000
634,626,NA-19-Z-C,Interpretação de mosaico de radar,"039",RIO UAUPES,RADAM,Planimétrica,Não se aplica,"1975","1971","3077.024","1.000","0.000","-67,4999","-69.000",,,AM,Em 1976 03° 56' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não,634,250000
635,627,NA-22-Y-A,Interpretação de mosaico de radar,"035",SERRA DE TUMUCUMAQUE,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3075.883","2.000","1.000","-52.500","-54.000",,,AP_PA,Em 1974 14° 24' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,635,250000
636,628,SB-21-Z-A,Interpretação de mosaico de radar,"194",RIO CREPORI,RADAM,Planimétrica,Não se aplica,"1973","1971","3059.475","-6.000","-7.000","-55.500","-57.000",,,PA,Em 1974 11° 32' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,636,250000
637,629,SB-21-Y-A,Interpretação de mosaico de radar,"192",RIO ACARI,RADAM,Planimétrica,Não se aplica,"1973","1971","3059.475","-6.000","-7.000","-58,4999","-59,9999",,,AM,Em 1974 09° 19' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,637,250000
638,630,SB-20-Z-A,Interpretação de mosaico de radar,"190",RIO IPIXUNA,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3059.475","-6.000","-7.000","-61.500","-62.000",,,AM,Em 1974 07° 01' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,638,250000
639,631,SB-23-V-A,Interpretação de mosaico de radar,"148",RIO CAJUAPARA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3069.044","-4.000","-5.000","-46.500","-48.000",,,MA_PA,Em 1973 17° 08' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,639,250000
640,632,SB-22-X-A,Interpretação de mosaico de radar,"146",REMANSÃO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3069.044","-4.000","-5.000","-49.500","-51.000",,,PA,Em 1973 15° 30' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,640,250000
641,633,SB-22-V-B,Interpretação de mosaico de radar,"145",RIO BACAJÁ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3069.044","-4.000","-5.000","-51.000","-52.500",,,PA,Em 1974 14° 37' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,641,250000
642,634,SA-23-Z-D,Interpretação de mosaico de radar,"127",ESPERANTINA,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3072.463","-3.000","-4.000","-42.000","-43.500",,,MA_PI,Em 1973 19° 07' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,642,250000
643,635,SA-22-Z-D,Interpretação de mosaico de radar,"123",MÉDIO CAPIM,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3072.463","-3.000","-4.000","-48.000","-49.500",,,PA,Em 1973 16° 24' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,643,250000
644,636,SC-20-Y-A,Interpretação de mosaico de radar,"293",GUAYARA MERIM,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1972","3029.453","-10.000","-11.000","-64,4999","-65,9999",,,RO,Em 1974 03° 53' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,644,250000
645,637,SC-19-V-C,Interpretação de mosaico de radar,"264",FOZ DO JORDÃO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1972","3038.315","-9.000","-10.000","-70.500","-72.000",,,AC,Em 1976  00° 15' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,645,250000
646,638,SB-19-V-A,Interpretação de mosaico de radar,"132",ESTIRÃO DO EQUADOR,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3069.044","-4.000","-5.000","-70.500","-72.000",,,AM,Em 1978 01° 01' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,646,250000
647,639,SA-23-Y-D,Interpretação de mosaico de radar,"125",SANTA INÊS,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3072.463","-3.000","-4.000","-45.000","-46.500",,,MA,Em 1973 17° 53' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,647,250000
648,640,SA-21-Z-C,Interpretação de mosaico de radar,"118",RIO MAMURU,RADAM,Planimétrica,Não se aplica,1973 e 1974,1971 e 1972,"3072.463","-3.000","-4.000","-55.500","-57.000",,,AM_PA,Em 1976 12° 13' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,648,250000
649,641,NA-21-Z-B,Interpretação de mosaico de radar,"034",RIO CITARÉ,RADAM,Planimétrica,Não se aplica,1972 e 1975,"1971","3075.883","2.000","1.000","-54.000","-55.500",,,AP_PA,Em 1976 13° 46' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,649,250000
